"29624,9127","27247,8577","29899,1952","37321,7979","42821,6731","43437,0631","46593,6022","53700,0053","56152,5523","46946,9603","52869,0443","60755,7596","58037,8213","61126,9432","60020,3605","51545,4836","51965,1572","53791,5087"
"38532,0409","33846,4656","32289,3505","34808,3909","37688,7223","37217,6487","35433,989","35275,2284","39339,2976","40855,1756","44507,6764","48167,9973","48603,4766","40454,4475","38109,4121","34524,4699","38761,8182","38386,5111"
"5074,90162","4574,59442","4446,2505","4772,56282","6194,85311","7598,52512","9464,55024","10502,3545","10751,4797","10208,9068","12808,0346","14637,2402","15351,5513","15842,9408","14670,9968","13574,1718","13753,5944","14999,3701"
"21043,5749","20306,9322","18435,8948","18979,3235","19896,8177","20566,6455","21837,3785","24924,331","29567,8039","27715,6368","30693,5931","33669,2465","32511,2379","36309,4688","37678,8898","35776,7952","37321,624","40541,8621"
"869,696517","832,80344","867,491214","982,195646","1065,78444","1248,69819","1435,81718","1630,38891","2037,3221","2090,40183","2799,64888","3200,83383","3350,52188","3610,28936","3819,25353","3843,78067","3886,2915","4077,04372"
"3749,75325","3156,79872","2829,28319","3070,91049","3637,46239","4790,43709","5886,46359","7348,03079","8831,02312","8597,91535","11286,243","13245,6125","12370,0242","12300,3249","12112,5882","8814,00099","8710,09669","9925,38624"
"2211,82682","2253,04471","2344,41353","2760,41431","3111,3827","3193,20657","3370,03393","3775,75001","4307,15588","4128,46278","4141,97635","4264,67495","4152,67859","4222,70325","4305,47417","3861,68853","3697,93083","3481,22874"
"635,700535","780,321179","878,618749","1047,50279","1366,01648","1826,93139","2300,76971","3065,61129","3887,24234","2542,99542","2965,13972","3569,75812","3855,41773","4029,71125","3104,64321","2124,66232","2187,73051","2640,67568"
"390,093326","404,807866","430,052867","480,579799","546,909606","687,479736","784,372422","906,284198","1149,42464","1217,26856","1317,89071","1525,11599","1735,14128","1886,6719","2030,26195","2085,10148","2192,21454","2365,62167"
"3032,42714","2666,47491","2502,277","3751,28281","4833,62752","5383,65654","5602,01104","6095,62244","5760,80529","5862,79734","7328,61563","8007,41285","7501,46998","6832,45689","6433,18728","5734,63363","5272,91842","6132,47984"
"440,672031","507,557658","570,972645","682,525509","897,449959","1034,70706","1183,37921","1531,68548","2111,2015","1899,01012","2437,52998","2942,25595","3045,73987","3322,03844","3328,80145","2732,45711","2880,43928","3509,69345"
"997,58246","948,871207","904,226627","907,53711","967,406992","1034,31124","1218,87446","1372,62822","1715,20892","1754,21106","1955,46154","2346,33715","2609,88081","2908,20009","3081,87882","3035,97221","3076,65895","3351,12404"
"563,057741","568,385909","530,530579","478,007405","482,998411","476,555324","447,854924","431,787188","356,69335","771,598786","948,331854","1093,654","1304,9698","1430,00082","1434,89934","1445,07106","1464,58353","1548,17006"
"811,533974","739,347418","697,596904","561,817944","663,794696","766,692059","792,825926","981,111341","1076,70133","1150,21109","1172,09854","1287,95406","1337,33543","1393,95595","1402,10016","1389,11952","1265,98763","1294,23975"
"260,778016","238,929746","233,284594","249,877826","273,760519","331,811162","367,03249","438,833629","543,765076","579,939049","610,012401","668,868963","725,627681","723,258313","743,994758","751,63937","745,342752","772,318472"
"293,607157","334,441638","319,216474","368,797194","284,487646","319,53744","338,751126","438,65529","536,351459","467,539755","471,959197","531,265572","518,152954","541,0662","530,861346","467,235399","475,955417","515,292725"